Latitude,Longitude,Street,Hour,Incident_Count,Total_Injured
40.7668,-73.92118,Unknown,0,1,0
40.659695,-73.99218,Unknown,0,1,0
40.8375,-73.91061,EAST 170 STREET,0,1,0
40.581917,-73.82978,ROCKAWAY BEACH BOULEVARD,0,1,0
40.67354,-73.95695,Unknown,0,1,0
40.70152,-73.94323,BROADWAY,0,1,0
40.780434,-73.9616,Unknown,0,1,0
40.6905,-73.86353,78 STREET,0,1,0
40.745235,-73.937706,THOMSON AVENUE,0,4,0
40.629055,-73.94833,AVENUE I,0,1,0
40.723076,-73.97649,EAST 7 STREET,0,1,0
40.753723,-73.98548,Unknown,0,1,0
40.612286,-74.01097,86 ST,0,1,0
40.776546,-73.92376,HOYT AVE N,0,1,0
40.553314,-74.1634,CORTELYOU AVENUE,0,1,0
40.775486,-73.98217,WEST 68 STREET,0,1,0
40.669228,-73.9556,BEDFORD AVENUE,0,2,0
40.604214,-73.997246,Unknown,0,1,0
40.630283,-74.01635,7 AVENUE,0,1,0
40.658398,-73.919975,EAST 95 STREET,0,1,0
40.76902,-73.98621,Unknown,0,1,0
40.65698,-73.88943,PENNSYLVANIA AVENUE,0,4,0
40.827656,-73.8861,SHERIDAN EXPRESSWAY,0,1,0
40.587418,-73.95936,EAST 11 STREET,0,1,0
40.713608,-73.99571,Unknown,0,1,0
40.6757,-73.89729,Unknown,0,1,0
40.675014,-73.7528,219 STREET,0,1,0
40.51634,-74.23283,PAGE AVE,0,1,0
40.66319,-73.93727,LEFFERTS AVENUE,0,1,0
40.662743,-73.921936,ROCKAWAY PARKWAY,0,3,0
40.700977,-73.91782,HARMAN STREET,0,1,0
40.756893,-73.93044,Unknown,0,1,0
40.657784,-73.77032,Unknown,0,1,0
40.618927,-74.16268,Unknown,0,1,0
40.87182,-73.861374,BRONXWOOD AVENUE,0,2,0
40.85885,-73.885956,EAST FORDHAM ROAD,0,1,0
40.756767,-73.98272,AVENUE OF THE AMERICAS,0,2,0
40.71957,-73.890945,Unknown,0,1,0
40.72161,-73.98904,STANTON STREET,0,1,0
40.893333,-73.861786,Unknown,0,1,0
40.81982,-73.81286,CROSS BRONX EXTENTION,0,1,0
40.81963,-73.87614,LAFAYETTE AVENUE,0,1,0
40.834133,-73.91665,SHERIDAN AVENUE,0,1,0
40.66336,-73.95975,MC KEEVER PLACE,0,1,0
40.71112,-73.778915,182 PLACE,0,1,0
40.5878,-74.16564,Unknown,0,1,0
40.636803,-73.939415,FARRAGUT ROAD,0,1,0
40.88955,-73.84524,ELY AVENUE,0,2,0
40.61117,-73.97702,65 STREET,0,1,0
40.771076,-73.947586,EAST 80 STREET,0,1,0
40.793606,-73.94952,MADISON AVENUE,0,1,0
40.812397,-73.90937,Unknown,0,1,0
40.66047,-73.998024,25 STREET,0,1,0
40.605934,-74.000465,86 STREET,0,1,0
40.735798,-73.78212,190 LANE,0,1,0
40.82677,-73.856155,BRUCKNER BOULEVARD,0,2,0
40.859257,-73.840004,ASTOR AVENUE,0,1,0
40.597786,-73.75305,BEACH 19 STREET,0,1,0
40.86314,-73.8636,MACE AVENUE,0,1,0
40.81417,-73.92122,EAST 145 STREET,0,1,0
40.59721,-73.79275,BEACH 63 STREET,0,1,0
40.716965,-73.99443,CHRYSTIE STREET,0,2,0
40.65187,-73.90456,AVENUE D,0,1,0
40.615383,-74.01612,86 ST,0,1,0
